Name,R_Square
dp0.1_ba24_lr0.00010_seed44,-0.12807453171056693
dp0.1_ba24_lr0.00100_seed44,0.2915232379455046
dp0.1_ba24_lr0.00500_seed44,0.33576168572161225
dp0.3_ba24_lr0.00010_seed44,0.25785152482278206
dp0.3_ba24_lr0.00100_seed44,0.3541621199437269
dp0.3_ba24_lr0.00500_seed44,0.33849806253864645
dp0.1_ba48_lr0.00010_seed44,-0.1418501122045832
dp0.1_ba48_lr0.00100_seed44,-0.3179792472788878
dp0.1_ba48_lr0.00500_seed44,0.11940215549708266
dp0.3_ba48_lr0.00010_seed44,0.2288757341611446
dp0.3_ba48_lr0.00100_seed44,-0.009875024474798488
dp0.3_ba48_lr0.00500_seed44,0.11863132223409179
dp0.1_ba96_lr0.00010_seed44,0.3038276257628272
dp0.1_ba96_lr0.00100_seed44,0.07056454472546037
dp0.1_ba96_lr0.00500_seed44,0.2682356085637779
dp0.3_ba96_lr0.00010_seed44,0.21972982423101506
dp0.3_ba96_lr0.00100_seed44,0.14859645120117748
dp0.3_ba96_lr0.00500_seed44,0.31121976107815774
dp0.1_ba168_lr0.00010_seed44,0.16214308089206408
dp0.1_ba168_lr0.00100_seed44,0.1619011070889752
dp0.1_ba168_lr0.00500_seed44,-0.8205189070515753
dp0.3_ba168_lr0.00010_seed44,0.2641206010713236
dp0.3_ba168_lr0.00100_seed44,0.2514587032228781
dp0.3_ba168_lr0.00500_seed44,0.345277457978189
dp0.1_ba288_lr0.00010_seed44,0.24258174289596202
dp0.1_ba288_lr0.00100_seed44,0.24621474325417902
dp0.1_ba288_lr0.00500_seed44,-0.0029655462126312315
dp0.3_ba288_lr0.00010_seed44,0.00965945441499838
dp0.3_ba288_lr0.00100_seed44,0.27723039586731824
dp0.3_ba288_lr0.00500_seed44,0.2625662364342838
dp0.1_ba24_lr0.00010_seed234,-0.08440879154487502
dp0.1_ba24_lr0.00100_seed234,0.18595740195501687
dp0.1_ba24_lr0.00500_seed234,0.3487185864440816
dp0.3_ba24_lr0.00010_seed234,0.2777604483658609
dp0.3_ba24_lr0.00100_seed234,0.2851421706194557
dp0.3_ba24_lr0.00500_seed234,0.33181466925332637
dp0.1_ba48_lr0.00010_seed234,0.10137432870186747
dp0.1_ba48_lr0.00100_seed234,0.29025528142889023
dp0.1_ba48_lr0.00500_seed234,0.1425684539770875
dp0.3_ba48_lr0.00010_seed234,0.23289310745728642
dp0.3_ba48_lr0.00100_seed234,0.30141678694054097
dp0.3_ba48_lr0.00500_seed234,0.25330740387811235
dp0.1_ba96_lr0.00010_seed234,0.20785294609668914
dp0.1_ba96_lr0.00100_seed234,0.2373312203867053
dp0.1_ba96_lr0.00500_seed234,-0.011963241554339588
dp0.3_ba96_lr0.00010_seed234,0.27178042621390297
dp0.3_ba96_lr0.00100_seed234,0.09128465990295198
dp0.3_ba96_lr0.00500_seed234,0.2197256031290592
dp0.1_ba168_lr0.00010_seed234,0.21497625142884724
dp0.1_ba168_lr0.00100_seed234,0.18509424527486418
dp0.1_ba168_lr0.00500_seed234,-0.05416826620767656
dp0.3_ba168_lr0.00010_seed234,0.29962207410017183
dp0.3_ba168_lr0.00100_seed234,0.0642960594314187
dp0.3_ba168_lr0.00500_seed234,0.26520499147276544
dp0.1_ba288_lr0.00010_seed234,0.20249819960471305
dp0.1_ba288_lr0.00100_seed234,0.19187474178079156
dp0.1_ba288_lr0.00500_seed234,0.21515094532703638
dp0.3_ba288_lr0.00010_seed234,-0.3293515920035395
dp0.3_ba288_lr0.00100_seed234,0.07236780107369034
dp0.3_ba288_lr0.00500_seed234,0.28832477793599176
dp0.1_ba24_lr0.00010_seed90,-0.4421307608746219
dp0.1_ba24_lr0.00100_seed90,0.2740982961680981
dp0.1_ba24_lr0.00500_seed90,-0.14998961842687497
dp0.3_ba24_lr0.00010_seed90,0.09257347571179309
dp0.3_ba24_lr0.00100_seed90,0.35701457113962043
dp0.3_ba24_lr0.00500_seed90,0.3375579597183871
dp0.1_ba48_lr0.00010_seed90,0.1327447980827149
dp0.1_ba48_lr0.00100_seed90,0.00967141635126001
dp0.1_ba48_lr0.00500_seed90,0.32619991858169894
dp0.3_ba48_lr0.00010_seed90,0.0895574356371851
dp0.3_ba48_lr0.00100_seed90,0.29760646237120647
dp0.3_ba48_lr0.00500_seed90,0.33432692292288
dp0.1_ba96_lr0.00010_seed90,0.28608685479352836
dp0.1_ba96_lr0.00100_seed90,0.06363323148419009
dp0.1_ba96_lr0.00500_seed90,0.08368211548742877
dp0.3_ba96_lr0.00010_seed90,0.23414795978354952
dp0.3_ba96_lr0.00100_seed90,0.13796094732618325
dp0.3_ba96_lr0.00500_seed90,0.33808259951370556
dp0.1_ba168_lr0.00010_seed90,0.12321454004743548
dp0.1_ba168_lr0.00100_seed90,-0.47945402881569943
dp0.1_ba168_lr0.00500_seed90,0.1024956126026737
dp0.3_ba168_lr0.00010_seed90,0.20229166254825237
dp0.3_ba168_lr0.00100_seed90,0.20508170534720294
dp0.3_ba168_lr0.00500_seed90,-0.17321852175440555
dp0.1_ba288_lr0.00010_seed90,0.18359590109734691
dp0.1_ba288_lr0.00100_seed90,0.26697504160013785
dp0.1_ba288_lr0.00500_seed90,0.28901549157263606
dp0.3_ba288_lr0.00010_seed90,-0.1532802625700478
dp0.3_ba288_lr0.00100_seed90,0.22684941036617023
dp0.3_ba288_lr0.00500_seed90,0.19482920592441977
